café Café | w_freq: 82 - 139 | wiki_freq: 10709 - 11741 | sentence_idx: 438 | align_1: 8-6 | align_2: 9-11 |    For instance , think of a small neighborhood café that you love . ||| Denken Sie beispielsweise an ein kleines Café in der Nachbarschaft , das sie lieben . 
Remember Erinnern | w_freq: 1149 - 201 | wiki_freq: 9753 - 488 | sentence_idx: 296439 | align_1: 0-0 | align_2: 1-4 |    Remember that this serves a twofold purpose ; it teaches us how to pay attention , and second , it teaches us to stop creating karma . ||| Erinnern wir uns , dass das einen zweifachen Sinn hat ; es lehrt uns wie man Aufmerksamkeit schenkt , und zweitens lehrt es uns aufzuhören Karma zu erzeugen . 

wonders fragt | w_freq: 178 - 714 | wiki_freq: 6221 - 7516 | sentence_idx: 297512 | align_1: 5-4 | align_2: 6-9 |    The majority of consumers still wonders why they should go with the mobile in the mobile Internet and not as usual with the PC ? ||| Die Mehrzahl der Verbraucher fragt sich immer noch , warum sie mit dem Handy ins mobile Internet gehen sollten und nicht  wie gewohnt  mit dem PC ? 

womb Bauches | w_freq: 19 - 2 | wiki_freq: 3054 - 294 | sentence_idx: 297513 | align_1: 14-13 | align_2: 15-17 |    Therefore , the blood of the covenant is thicker than the water of the womb . ||| Das Blut des Bundes ( Vater ) ist dicker als das Wasser des Bauches ( Gebärmutter ) . 

Prepare Bereiten | w_freq: 68 - 31 | wiki_freq: 525 - 17 | sentence_idx: 298181 | align_1: 0-0 | align_2: 1-8 |    Prepare to spend time alone , you are not “ part of a family ” but definitely a guest . ||| Bereiten Sie sich darauf vor , Zeit alleine zu verbringen , Sie sind nicht „ Teil einer Familie “ , sondern definitiv ein Gast . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 299088 | align_1: 0-0 | align_2: 1-4 |    Remember that weight loss during a program is often uneven . ||| Denken Sie daran , dass der Gewichtsverlust während eines Programms oft ungleich ist . 

wonders Wunder | w_freq: 178 - 973 | wiki_freq: 6221 - 7763 | sentence_idx: 300645 | align_1: 5-5 | align_2: 6-10 |    Someone who saw the daily wonders he created would be the best source for information . ||| Jemand , der die täglichen Wunder gesehen hat , die er geschaffen hat , wäre die beste Quelle für Informationen . 

presume gehe | w_freq: 41 - 569 | wiki_freq: 1181 - 5850 | sentence_idx: 301114 | align_1: 1-1 | align_2: 2-5 |    I presume that it is impossible to return to the regime of wage labor . ||| Ich gehe davon aus , dass es unmöglich ist , zum Regime der Lohnarbeit zurückzukehren . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 303038 | align_1: 0-0 | align_2: 1-4 |    Remember that many people have sold their property on their own and you can too . ||| Denken Sie daran , dass viele Menschen ihr Eigentum selbst verkauft haben und du auch kannst . 

vehemently weiser | w_freq: 26 - 37 | wiki_freq: 3962 - 361 | sentence_idx: 305449 | align_1: 4-5 | align_2: 5-9 |    But he denied it vehemently . ||| Er lehnte das ( in weiser Voraussicht ) ab . 

guess raten | w_freq: 641 - 173 | wiki_freq: 8827 - 640 | sentence_idx: 306347 | align_1: 8-10 | align_2: 9-15 |    When I visited China two years ago , guess who no one was talking about ? ||| Als ich vor zwei Jahren China besuchte , ja nun raten sie mal , über wen da niemand gesprochen hat ? 

ascend aufsteigen | w_freq: 50 - 69 | wiki_freq: 4686 - 4488 | sentence_idx: 308026 | align_1: 16-18 | align_2: 17-22 |    Somewhere along your path and not too far into the future , your civilization will fully ascend as planned . ||| Irgendwo entlang eures Weges – und gar nicht so weit in der Zukunft – wird eure Zivilisation vollständig aufsteigen , so , wie es geplant ist . 

Hierarchy Hierarchie | w_freq: 30 - 197 | wiki_freq: 1165 - 3939 | sentence_idx: 308618 | align_1: 5-5 | align_2: 6-9 |    Gaia has a vast Spiritual Hierarchy and we are a part of this sacred entourage . ||| Gaia steht eine riesige Spirituelle Hierarchie zur Verfügung , und wir sind Bestandteil dieser heiligen Entourage . 

coolant Kühlmittel | w_freq: 2 - 3 | wiki_freq: 3100 - 434 | sentence_idx: 308845 | align_1: 4-5 | align_2: 5-9 |    Better bring all the coolant you 'll need for the duration of the mission , and/or hope your passive cooling system never gets damaged . ||| Bringen Sie besser das gesamte Kühlmittel mit , das Sie für die Dauer der Mission benötigen , und / oder hoffen Sie , dass Ihr passives Kühlsystem niemals beschädigt wird . 

announce mitteilen | w_freq: 318 - 202 | wiki_freq: 14722 - 1383 | sentence_idx: 310169 | align_1: 4-5 | align_2: 5-9 |    We are happy to announce that we have added 23 new languages making the total count of supported languages 81 . ||| Wir freuen uns , Ihnen mitteilen zu können , dass wir 23 neue Sprachen hinzugefügt haben , die die Gesamtzahl der unterstützten Sprachen 81 machen . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 310479 | align_1: 0-0 | align_2: 1-4 |    Remember that this is the only tie you may have to them and you have to protect it with your constant attention . ||| Denken Sie daran , dass dies die einzige Verbindung ist , die Sie haben können , und Sie müssen sie mit Ihrer ständigen Aufmerksamkeit schützen . 

chaff Götzen | w_freq: 2 - 15 | wiki_freq: 1149 - 632 | sentence_idx: 311446 | align_1: 7-7 | align_2: 8-13 |    He tells Israel that they shall conceive chaff and bring forth stubble . ||| Darin wird berichtet , daß die Israeliten Götzen dienten , daß sie hurten und murrten . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 312736 | align_1: 0-0 | align_2: 1-4 |    Remember that most pets will not eat the first day or two after they get home from surgery ||| Denken Sie daran , dass die meisten Tiere werden nicht der erste Tag essen oder zwei , nachdem sie nach Hause von der Operation erhalten 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 313492 | align_1: 0-0 | align_2: 1-4 |    Remember that you will not be able to earn all the money , but to pay for them with your health is the last thing . ||| Denken Sie daran , dass Sie nicht in der Lage , das ganze Geld zu verdienen , aber für sie mit Ihrer Gesundheit zu bezahlen ist die letzte Sache . 

passions Leidenschaften | w_freq: 81 - 75 | wiki_freq: 4234 - 1131 | sentence_idx: 316171 | align_1: 16-13 | align_2: 17-18 |    The end of a relationship is the perfect opportunity to reevaluate all of those interests and passions to see what is truly yours . ||| Das Ende einer Beziehung ist die perfekte Gelegenheit , all diese Interessen und Leidenschaften neu zu bewerten , um zu sehen , was wirklich deine ist . 

368 368 | w_freq: 5 - 6 | wiki_freq: 2640 - 1112 | sentence_idx: 316413 | align_1: 4-5 | align_2: 5-9 |    Is your FACT mix 368 what you listen to nowadays ? ||| Spiegelt dein » FACT mix 368 « wider , was du zurzeit hörst ? 

liar Lügner | w_freq: 158 - 290 | wiki_freq: 2296 - 731 | sentence_idx: 316701 | align_1: 7-5 | align_2: 8-9 |    and make Him out to be a liar . " ||| glaubt , macht ihn zum Lügner [ … ] . “ 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 318395 | align_1: 0-0 | align_2: 1-5 |    Remember the ATEE was 3063.34 . ||| Denken Sie daran , dass die ATEE 3063,34 war . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 318997 | align_1: 0-0 | align_2: 1-4 |    Remember that the procedures you will read are compulsory ! ||| Denken Sie daran , dass die Prozeduren , die Sie lesen werden , obligatorisch sind ! 

wonder fragen | w_freq: 1132 - 3134 | wiki_freq: 10438 - 2859 | sentence_idx: 319547 | align_1: 2-1 | align_2: 3-6 |    People often wonder if deep , personal topics have a place in conversation with women . ||| Oft fragen sich die menschen , ob tiefe , persönliche themen einen platz im gespräch mit frauen haben . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 320766 | align_1: 0-0 | align_2: 1-4 |    Remember there are valid objections you ( as well as your competitors ) will encounter . ||| Denken Sie daran , es gibt gültige Einwände , die Sie ( sowie Ihre Konkurrenten ) treffen werden . 

Deny Beschließenden | w_freq: 27 - 2 | wiki_freq: 667 - 0 | sentence_idx: 321051 | align_1: 2-6 | align_2: 3-11 |    Which is Deny , Deny , Deny . ||| So wehe dem , der den Beschließenden ( Allah ) leugnet und den Lenker verneint ! 

yourself Dich | w_freq: 3349 - 547 | wiki_freq: 9426 - 2315 | sentence_idx: 322187 | align_1: 12-11 | align_2: 13-16 |    Look at that time as an opportunity -- a few minutes to yourself where you do n't have any other obligations . ||| Betrachte diese Zeit als eine Gelegenheit – ein paar Minuten für Dich selbst zu haben , wo Du keine andere Verpflichtung hast . 

exultant Frohlockenden | w_freq: 9 - 7 | wiki_freq: 180 - 0 | sentence_idx: 322772 | align_1: 14-15 | align_2: 15-23 |    When his people said to him Exult not ; surely Allah loves not the exultant . ||| Als sein Volk zu ihm sprach : “ Frohlocke nicht , Allah liebt nicht die Frohlockenden , ( Quran 28:76 – Sure al-Qasas ) 

Remember Erinnert | w_freq: 1149 - 72 | wiki_freq: 9753 - 103 | sentence_idx: 322954 | align_1: 0-0 | align_2: 1-4 |    Remember that Mary and George are the same soul , just taking a different form on Gaia at the moment . ||| Erinnert euch daran , dass Maria und George die gleiche Seele sind , einfach nur eine andere Form im Augenblick auf Gaia einnehmend . 

amusing amüsant | w_freq: 53 - 26 | wiki_freq: 5392 - 473 | sentence_idx: 323258 | align_1: 6-6 | align_2: 7-14 |    The Chinese usually find it extremely amusing to talk to them or answer their questions . ||| Die Chinesen finden es meistens extrem amüsant , wenn man versucht sich mit ihnen zu unterhalten oder ihre Fragen beantwortet . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 324162 | align_1: 0-0 | align_2: 1-4 |    Remember you can not run Alcohol 52 % if you have Alcohol 120 % installed on the same drive . ||| Denken Sie daran , Sie können nicht ausgeführt Alkohol 52 % , wenn Sie Alcohol 120 % auf dem gleichen Laufwerk installiert . 

Lakaien Lakaien | w_freq: 5 - 12 | wiki_freq: 71 - 296 | sentence_idx: 325124 | align_1: 14-13 | align_2: 15-18 |    ( As a short remark : Carl Erling was the first to contract Deine Lakaien and they continued to work with him for more than a decade . ) ||| ( Als kurze Anmerkung : Carl Erling war der erste , der Deine Lakaien unter Vertrag nahm , und sie arbeiteten mehr als ein Jahrzehnt lang mit ihm zusammen . ) 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 325797 | align_1: 2-2 | align_2: 3-7 |    P.S. – Remember your donation is tax deductible if you ’re in the states ! ||| P.S. - Denken Sie daran , dass Ihre Spende steuerlich absetzbar ist , wenn Sie sich in den Staaten befinden ! 

underlined hoben | w_freq: 81 - 9 | wiki_freq: 2521 - 1374 | sentence_idx: 325842 | align_1: 5-4 | align_2: 6-8 |    Deputies from all parliamentary groups underlined how much Spain benefited from a common Europe . ||| Die Abgeordneten aller Fraktionen hoben dabei hervor , wie stark Spanien von einem gemeinsamen Europa profitiere . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 326563 | align_1: 0-0 | align_2: 1-4 |    Remember that not all eggs are viable , although these adults have been very diligent this year in keeping the eggs warm and dry . ||| Denken sie daran , dass nicht alle eier lebensfähig sind , obwohl diese erwachsenen in diesem jahr sehr fleißig waren , um die eier warm und trocken zu halten . 

wherever überall | w_freq: 405 - 1739 | wiki_freq: 9303 - 13879 | sentence_idx: 326874 | align_1: 10-12 | align_2: 11-17 |    He said he wants a safer society and avowed that wherever people need him and his team he will be there . ||| Er sagte , er wolle eine sicherere Gesellschaft und erklärte , dass überall dort , wo die Menschen ihn und sein Team brauchen , er da sein werde . 

immortality Unsterblichkeit | w_freq: 75 - 86 | wiki_freq: 5447 - 1559 | sentence_idx: 329639 | align_1: 5-5 | align_2: 6-9 |    And this is the only immortality you and i may share , my Lolita . ||| Und dies ist die einzige Unsterblichkeit , an der du und ich gemeinsam teilhaben dürfen , meine Lolita . 

Physicians Ärzten | w_freq: 31 - 233 | wiki_freq: 10066 - 4609 | sentence_idx: 329835 | align_1: 6-6 | align_2: 7-13 |    However , the American College of Physicians , established in 1915 , does not : its title uses physician in its original sense . ||| Jedoch tut die amerikanische Universität von Ärzten ( Amerikanische Universität von Ärzten ) , gegründet 1915 , nicht : Sein Titel verwendet Arzt in seinem ursprünglichen Sinn . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 331296 | align_1: 0-0 | align_2: 1-5 |    Remember the only firm conviction worth having is the determination to understand your own makeup . ||| Denken Sie daran , dass die einzige feste Überzeugung , die es wert ist zu haben , die Entschlossenheit ist , Ihr eigenes Make-up zu verstehen . 

speechless sprachlos | w_freq: 18 - 14 | wiki_freq: 674 - 179 | sentence_idx: 332808 | align_1: 4-4 | align_2: 5-9 |    What made my father speechless about Cambodia ? ” – Marina Kem ||| Was hatte meinen Vater sprachlos gemacht , wenn es um Kambodscha ging ? " - Marina Kem 

suppose nehme | w_freq: 197 - 396 | wiki_freq: 5598 - 1825 | sentence_idx: 333685 | align_1: 14-16 | align_2: 15-21 |    In your next statement you described finding the right woman later , so I suppose the statement is only direct at young women like myself . ||| In ihrer nächsten aussage haben sie beschrieben , die richtige frau später zu finden , also nehme ich an , dass die aussage nur für junge frauen wie mich selbst gilt . 

skirmishes Grenzgefechten | w_freq: 3 - 1 | wiki_freq: 5740 - 44 | sentence_idx: 333790 | align_1: 10-8 | align_2: 11-14 |    No , I ’m not talking about the dramatic border skirmishes currently taking place between Indian and Chinese troops . ||| Nein , ich spreche nicht von den dramatischen Grenzgefechten [ 3 ] , die derzeit zwischen indischen und chinesischen Truppen stattfinden . 

miracles Wunder | w_freq: 188 - 973 | wiki_freq: 6232 - 7763 | sentence_idx: 333791 | align_1: 7-9 | align_2: 8-14 |    Moshe : “ It means remembering the miracles we had when we were slaves in Egypt . ” ||| Moshe : „ Es bedeutet , sich an die Wunder zu erinnern , die uns widerfahren sind , als wir Sklaven in Ägypten waren . “ 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 333815 | align_1: 0-0 | align_2: 1-4 |    Remember that you need to adjust the soil where all the roots are . ||| Denken Sie daran , dass Sie den Boden anpassen müssen , in dem sich alle Wurzeln befinden . 

startups Startups | w_freq: 180 - 206 | wiki_freq: 3942 - 460 | sentence_idx: 334064 | align_1: 16-13 | align_2: 17-18 |    Everything is full of energy here , and it was wonderful to talk to all the startups I met ! ||| Hier ist alles voller Energie , und es war wundervoll mit all den Startups zu sprechen , denen ich hier begegnet bin ! 

supplements ergänzungen | w_freq: 225 - 6 | wiki_freq: 8043 - 1 | sentence_idx: 334336 | align_1: 11-11 | align_2: 12-16 |    And as a general idea , it ’s best to avoid supplements you can buy at a gas station . ||| Und als eine allgemeine idee , ist es am besten , ergänzungen zu vermeiden , die sie an einer tankstelle kaufen können . 

Remember Denken | w_freq: 1149 - 1801 | wiki_freq: 9753 - 11243 | sentence_idx: 335638 | align_1: 0-0 | align_2: 1-5 |    Remember you will not actually be selling this product , but this will introduce you to the steps . ||| Denken Sie daran , dass Sie dieses Produkt nicht wirklich verkaufen werden , aber dies wird Sie in die Schritte einführen . 

Freedoms Freiheiten | w_freq: 7 - 256 | wiki_freq: 4075 - 4538 | sentence_idx: 335799 | align_1: 23-23 | align_2: 24-28 |    It was not Europe , nor the countries of Europe , nor their liberties , nor rights under the Atlantic Charter of Four Freedoms which weighed with him . ||| Es war nicht Europa , oder die Länder Europas , auch nicht ihre Freiheiten und Rechte , die in der Atlantik-Charta der vier Freiheiten niedergelegt worden waren , die bei ihm ins Gewicht fielen . 
