Jurij Jurijus | w_freq: 1 - 2 | wiki_freq: 607 - 1 | sentence_idx: 1040 | align_1: 1-1 | align_2: 2-6 | entity: Jurij Veklenko - none |    Lithuania Jurij Veklenko " Run with the Lions " English 11 93 ||| 立陶宛 Jurijus （ 英语 ： Jurijus Veklenko ） " Run with the Lions （ 英语 ： Run with the Lions ） " 英语 11 93 
StackOverflow StackOverflow | w_freq: 3 - 2 | wiki_freq: 12 - 1 | sentence_idx: 876366 | align_1: 11-9 | align_2: 12-15 | entity: StackOverflow - none |    Most of us spend a lot of time on pages like StackOverflow or researching google because there are so many resources out there . ||| 我们 大多数 人 花 了 很多 时间 在 像 StackOverflow 这样 的 页面 上 ， 或者 搜索 谷歌 ， 因为 那里 有 太 多 的 资源 。 

JCPOA JCPOA | w_freq: 28 - 18 | wiki_freq: 337 - 0 | sentence_idx: 877047 | align_1: 3-3 | align_2: 4-9 | entity: JCPOA - none |    " I believe JCPOA was an important diplomatic victory and I think it will be important to preserve it , but I also believe there are areas in which it will be very important to have a meaningful dialogue because I see the region in a very dangerous position , " he said . ||| “ 我 认为 JCPOA （ 伊朗 核 协议 ） 是 一 次 重要 的 外交 胜利 ， 我 认为 保留 它 是 很 重要 的 ， 但 我 也 相信 ， 有些 领域 对于 进行 有 意义 的 对话 非常 重要 ， 因为 我 看到 了 该 地区 在 一个 非常 危险 的 位置 ， “ 他 说 。 

Crap crap | w_freq: 3 - 1 | wiki_freq: 434 - 5 | sentence_idx: 878320 | align_1: 3-2 | align_2: 4-7 | entity: Crap - none |    “ Total Political Crap ” ||| Total political crap （ 政治 狗屁 ） ” 。 

Troggs Troggs | w_freq: 1 - 2 | wiki_freq: 302 - 0 | sentence_idx: 879945 | align_1: 6-6 | align_2: 7-13 | entity: The Troggs - none |    I ca n't control myself The Troggs 3:04 ||| 7. I Can't Control Myself The Troggs （ 英语 ： The Troggs ） 3:02 

Regression Regression | w_freq: 15 - 2 | wiki_freq: 565 - 18 | sentence_idx: 884028 | align_1: 7-9 | align_2: 8-16 | entity: Least Angle Regression - none |    LassoLarsCV is based on the Least Angle Regression algorithm explained below . ||| LassoLars CV 是 基于 下面 解释 的 Least Angle Regression ( 最 小 角度 回归 ) 算法 。 

OIE OIE | w_freq: 9 - 5 | wiki_freq: 151 - 42 | sentence_idx: 889913 | align_1: 8-12 | align_2: 9-17 | entity: OIE - OIE |    Specifically , China has been unwilling to follow OIE guidelines and accept poultry from regions in the United States unaffected by this disease . ||| 特别是 ， 中国 一直 不 愿意 承认 世界 动物 卫生 组织 ( OIE ) 有关 区域化 的 指引 ， 不 接受 来自 美国 未 受 这种 疾病 影响 的 地区 的 禽肉 。 

EB-1 EB-1 | w_freq: 6 - 8 | wiki_freq: 79 - 3 | sentence_idx: 891284 | align_1: 20-22 | align_2: 21-26 | entity: EB-1 - none |    A : If you decide to retain us to do your EB-1(a ) , please read a copy of our EB-1 agreement , sign it , and mail it to us , along a check for $ 2,500 as the initial attorney 's fee . ||| A ： 如果 您 决定 委托 我们 公司 为 您 进行 EB-1 （ a ） 申请 ， 请 先 阅读 我们 的 EB-1 （ a ） 合同 ， 签字 后 寄 给 我们 ， 并 附上 2500 美元 的 支票 ， 这笔 费用 包括 最初 的 费用 。 

K[sytycd ful | w_freq: 1 - 1 | wiki_freq: 0 - 2 | sentence_idx: 895070 | align_1: 3-9 | align_2: 4-17 | entity: K[sytycd - none |    [ 18:04:28 ] K[sytycd ] and oddly enough ||| （ 例如 ， - ed ， -ing ， - ful ， - less ， -ous ， -ive ） 。 

Rosenkranz 罗伯托罗森克兰兹 | w_freq: 1 - 1 | wiki_freq: 366 - 0 | sentence_idx: 895092 | align_1: 1-0 | align_2: 2-4 | entity: Roberto Rosenkranz - 罗伯托罗森克兰兹 |    Roberto Rosenkranz said his father remained healthy , lucid and active until his death and appeared to have died of natural causes . ||| 罗伯托罗森克兰兹 （ 儿子 ） 说 ， 他 的 父亲 一直 保持 健康 ， 清醒 和 活跃 ， 直到 他 的 死亡 ， 似乎 是 自然 死亡 。 

Decentralized Decentralized | w_freq: 20 - 2 | wiki_freq: 451 - 5 | sentence_idx: 899127 | align_1: 6-7 | align_2: 7-13 | entity: Decentralized Network Architecture - none |    System OnChain known as DNA ( Decentralized Network Architecture ) , aimed at working with Chinese business and government . ||| OnChain 的 系统 被 称为 DNA （ Decentralized Net work Architecture ， 去中心化 网络 架构 ） ， 该 系统 旨在 与 中国 企业 和 政府 机构 合作 。 

Samasource Samasource | w_freq: 7 - 10 | wiki_freq: 13 - 0 | sentence_idx: 904836 | align_1: 15-15 | align_2: 16-21 | entity: Samasource - none |    Other companies , such as Crowdflower ( now Figure Eight ) , Mighty AI and Samasource label data and clean it up for algorithmic use . ||| 其他 公司 ， 如 Crowdflower ( 如今 的 Figure Eight ) 、 Mighty AI 和 Samasource ， 会 对 数据 进行 标签化 ， 并 对 其 进行 清理 以 供 算法 使用 。 

Juncker 容克 | w_freq: 34 - 29 | wiki_freq: 807 - 224 | sentence_idx: 905671 | align_1: 1-1 | align_2: 2-7 | entity: Juncker - 容克 |    Mr Juncker added that " I have the impression sometimes that our British friends … underestimate the technical difficulties we have to face . ||| ” 容克 说 道 ， 他 还 补充 称    ， “ 我 有时 觉得 我们 的 英国 朋友 低估 了 我们 所 面临 的 技术 困难  。 

Juncker 容克 | w_freq: 34 - 29 | wiki_freq: 807 - 224 | sentence_idx: 905672 | align_1: 1-1 | align_2: 2-6 | entity: Juncker - 容克 |    Mr Juncker added that " I have the impression sometimes that our British friends … underestimate the technical difficulties we have to face . ||| ” 容克 说道 ， 他 还 补充 称 ， “ 我 有时 觉得 我们 的 英国 朋友 低估 了 我们 所 面临 的 技术 困难 。 

Lyanna 奈德 | w_freq: 2 - 3 | wiki_freq: 121 - 107 | sentence_idx: 920985 | align_1: 19-19 | align_2: 20-32 | entity: Lyanna - 奈德 |    “ Love is sweet , dearest Ned , but it can not change a man ’s nature . — Lyanna ” ||| Love is sweet , dearest Ned , but it can not change a man’s nature . （ 亲爱 的 奈德 ， 爱情 很 美好 ， 但 无法 改变 一个 人 的 本性 ） 

Bastoy Bastoy | w_freq: 1 - 2 | wiki_freq: 4 - 0 | sentence_idx: 921840 | align_1: 27-29 | align_2: 28-34 | entity: Bastoy Prison Island - none |    If you ’re looking for more special jails around the world , you might be interested in Bolivia ’s San Pedro prison community or Norway ’s relaxing Bastoy Prison Island . ||| 假如 你 在 全世界 寻找 更 特别 的 监狱 ， 你 可能 对 玻利维亚 的 圣佩德罗 监狱 社区 （ San Pedro prison community ） 和 挪威 轻松 自在 的 Bastoy 监狱 岛 （ Bastoy Prison Island ） 感 兴趣 。 

Gtel Gtel | w_freq: 1 - 1 | wiki_freq: 3 - 0 | sentence_idx: 924970 | align_1: 7-4 | align_2: 8-11 | entity: Gtel - none |    Up to now , all except for Gtel have officially offered 4 G services to users . ||| 截至 目前 ， 除 Gtel 外 ， 四 家 电信 集团 已 正式 向 用户 提供 了 4G 网络 服务 。 

Philippians 腓立 | w_freq: 22 - 23 | wiki_freq: 402 - 136 | sentence_idx: 925520 | align_1: 1-1 | align_2: 2-6 | entity: Philippians - 腓立 比 |    In Philippians we can tell right away that this letter is going to be full of love and warmth . ||| 在 腓立 比 书信 中 ， 我们 一下子 就 能 看出 ， 这是 一 封 充满 爱 和 温暖 的 信 。 

Cibulkova Cibulkova | w_freq: 1 - 1 | wiki_freq: 21 - 3 | sentence_idx: 926897 | align_1: 13-12 | align_2: 14-18 | entity: Cibulkova - none |    “ We planned this [ the wedding ] nine months ago , ” Cibulkova said to the Daily Mail . ||| “ 咱们 谋划 正在 九 个 月 前 举办 婚礼 ， ” Cibulkova 对 “ 逐日 信息 ” 说 邮件 。 

ho'oponopono oponopono | w_freq: 3 - 3 | wiki_freq: 2 - 0 | sentence_idx: 927879 | align_1: 24-27 | align_2: 25-32 | entity: none - oponopono |    Blaming is much easier than total responsibility , but speaking with Dr. Len , I started to realize that healing for him and in ho'oponopono means loving yourself . ||| 责怪 比 “ 完全 负责 ” 容易 得 多 ， 但是 当 我 与 Len医师 谈话 时 ， 我 开始 了解 ， 对 他 与 “ ho oponopono ” 而言 ， 治愈 意味着 “ 爱 你 自己 ” 。 

Yubitsume Yubitsume | w_freq: 1 - 1 | wiki_freq: 5 - 0 | sentence_idx: 928280 | align_1: 6-5 | align_2: 7-10 | entity: Yubitsume - none |    The Yakuza had a ritual called Yubitsume where they would chop off part of one ’s pinky finger as punishment . ||| The Yakuza 有 一个 叫做 Yubitsume 的 仪式 ， 在 那里 他们 会 砍掉 一个 小 指 的 一部分 作为 惩罚 。 

Kemalism Kemalism | w_freq: 2 - 1 | wiki_freq: 190 - 0 | sentence_idx: 932631 | align_1: 11-12 | align_2: 12-16 | entity: Kemalism - none |    The New Turkey 's ideology was , and remains , " Kemalism " , later known as " Atatürkism " . ||| 土耳其 共和国 的 意识 形态 过去 是 并且 将 永远 是 “ Kemalism （ Kemal主义 ） ” ， 后来 也 称为 “ Ataturkism （ Ataturk主义 ） ” 。 

Atatürkism Ataturkism | w_freq: 1 - 1 | wiki_freq: 7 - 0 | sentence_idx: 932631 | align_1: 18-22 | align_2: 19-26 | entity: Atatürkism - none |    The New Turkey 's ideology was , and remains , " Kemalism " , later known as " Atatürkism " . ||| 土耳其 共和国 的 意识 形态 过去 是 并且 将 永远 是 “ Kemalism （ Kemal主义 ） ” ， 后来 也 称为 “ Ataturkism （ Ataturk主义 ） ” 。 

PuTTY PuTTY | w_freq: 3 - 4 | wiki_freq: 35 - 16 | sentence_idx: 935997 | align_1: 7-10 | align_2: 8-15 | entity: PuTTY - none |    To test the connection we will use PuTTY . ||| 使用 PuTTY 测试 To test the connection we will use PuTTY . S [ … ] 

YORK YORK | w_freq: 64 - 8 | wiki_freq: 199 - 16 | sentence_idx: 939568 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - none |    NEW YORK -- New York 's storied Four Seasons restaurant has for decades harbored one of the city 's more unusual artworks : the largest Pablo Picasso painting in the United States . ||| N EW YORK （ 美联社 ） - 纽约 传奇 的 四季 餐厅 几十 年 来 一直 庇护 着 这 座 城市 最 不 寻常 的 艺术品 之一 ： 美国 最 大 的 Pablo Picasso 画作 。 

Kartavtsev Kartavtsev | w_freq: 1 - 2 | wiki_freq: 4 - 0 | sentence_idx: 940288 | align_1: 10-8 | align_2: 11-15 | entity: Valeriy Kartavtsev - none |    December 1 , 1993 - August 5 , 1994 Valeriy Kartavtsev ( Secretary of National Security Council ) ||| 1993年 12月 1日 - 1994年 8月 5日 Valeriy Kartavtsev （ 英语 ： Valeriy Kartavtsev ） （ 国家 安全 委员会 秘书 ） 

Duffer 罗斯·达弗 | w_freq: 2 - 1 | wiki_freq: 187 - 0 | sentence_idx: 940872 | align_1: 4-3 | align_2: 5-9 | entity: Ross Duffer - 罗斯·达弗 |    Or , as Ross Duffer told Rolling Stone : “ We were the last generation to have the experience of going out with our friends to the woods or the train tracks and the only way our parents could connect with us was to say , ‘ It ’s time for dinner . ’ ” ||| 或者 ， 正如 罗斯·达弗 对 《 滚石 》 所 说 ： “ 我们 是 最后 一代 有 过 和 朋友 一起 去 森林 或 火车 轨道 的 经历 的 人 ， 我们 父母 唯一 能 与 我们 联系 的 方式 就是说 ， “ 是 吃 晚饭 的 时候 了 。 

Kullu Kullu | w_freq: 1 - 1 | wiki_freq: 557 - 2 | sentence_idx: 951516 | align_1: 9-5 | align_2: 10-11 | entity: Kullu - Kullu |    The state government is arranging for his funeral at Kullu with full state honours . ||| 州政府 正在 安排 他 在 Kullu 举行 的 葬礼 ， 并 获得 全州 荣誉 。 

CITY 大西洋城 | w_freq: 10 - 20 | wiki_freq: 471 - 367 | sentence_idx: 951534 | align_1: 1-1 | align_2: 2-5 | entity: CITY - 大西洋城 |    ATLANTIC CITY — Three Atlantic City casinos announced layoffs Thursday totaling 315 employees , although some were seasonal help who normally only work during the summer . ||| 新泽西州 大西洋城 （ 美联社 ） - 三 个 大西洋城 赌场 周四 宣布 裁员 共计 315 名 员工 ， 虽然 有些 是 季节性 帮助 ， 通常 只 在 夏季 工作 。 

Beej Beej | w_freq: 1 - 2 | wiki_freq: 59 - 0 | sentence_idx: 952334 | align_1: 0-1 | align_2: 1-8 | entity: Beej - none |    Beej 's Guide to C Programming ||| 《 Beej 的 C 语言 教程 Beej ’ s Guide to C Programming 》 

Nowruz Nowruz | w_freq: 1 - 1 | wiki_freq: 704 - 1 | sentence_idx: 953221 | align_1: 19-17 | align_2: 20-25 | entity: Nowruz - none |    It is referred to as Nauryz , Navruz , Nawrouz , Nevruz , Nooruz , Novruz , Nowrouz or Nowruz meaning ‘ new day ’ when a variety of rituals , ceremonies and other cultural events take place for a period of about two weeks . ||| 它 被 称为 Nauryz 、 Navruz 、 Nawrouz 、 Nevruz 、 Nooruz 、 Novruz 、 Nowrouz 或 Nowruz （ 诺鲁孜节 的 各种 叫法 ） ， 意味着 “ 新 的 一 天 ” ， 届时 ， 人们 将 在 大约 两 周 的 时间 内 举办 各种 仪式 、 庆典 和 其他 文化 活动 。 

Manderlay Manderlay | w_freq: 1 - 1 | wiki_freq: 46 - 0 | sentence_idx: 954970 | align_1: 1-5 | align_2: 2-10 | entity: Manderlay - none |    In Manderlay , slavery seems to be justified , which insulted many American critics . ||| 在 《 曼德勒 》 （ Manderlay ， 2005 ） 中 ， 奴隶制 似乎 是 合理 的 ， 这 侮辱 了 许多 美国 的 评论家 。 

Majed 士诚 | w_freq: 2 - 1 | wiki_freq: 443 - 17 | sentence_idx: 956100 | align_1: 0-0 | align_2: 1-5 | entity: Majed - none |    Majed says , “ He ’s my Lord and my Savior , my best friend . ||| 士诚 嘉纳 ， 尝语 人 曰 ： “ 明卿 高 世士 ， 吾益友 也 。 

sainthood 白先勇 | w_freq: 1 - 3 | wiki_freq: 890 - 222 | sentence_idx: 956154 | align_1: 3-1 | align_2: 4-6 | entity: none - 白先勇 |    They come nearer sainthood than most people one will ever meet . ||| 而 白先勇 离 《 牡丹亭 》 比 大多数 人 都 要 近 。 

Blankson Blankson | w_freq: 1 - 2 | wiki_freq: 87 - 0 | sentence_idx: 958184 | align_1: 1-1 | align_2: 2-10 | entity: Amy Blankson - Amy Blankson |    Amy Blankson is the only person to be named a Point of Light by two Presidents . ||| Amy Blankson ( 艾咪‧布兰克森 ) 艾咪‧布兰克森 ( Amy Blankson ) 是 唯一 一 位 被 两 位 总统 ( 布希 总统 和 柯林顿 总统 ) 名 为 光点 ( a Point of Light ) 的 人 。 

Skates Skates | w_freq: 2 - 1 | wiki_freq: 475 - 4 | sentence_idx: 958811 | align_1: 6-7 | align_2: 7-11 | entity: John Ray Skates - John Ray Skates |    According to U.S. historian John Ray Skates : ||| 根据 美国 历史学家 约翰·雷伊·斯盖特斯 （ John Ray Skates ） 的 说法 ： 

Planum Planum | w_freq: 3 - 3 | wiki_freq: 472 - 21 | sentence_idx: 962554 | align_1: 11-16 | align_2: 12-20 | entity: Meridiani Planum - none |    Perhaps in coming decades , humans will touch down in Meridiani Planum , Opportunity 's landing area . ||| 或许 在 将来 的 数十 年内  ， 人类 将 亲自 登陆子 午线 高原 （ Meridiani Planum ）   ， 也 就是 机遇号 的 着陆地    。 

Planum Planum | w_freq: 3 - 3 | wiki_freq: 472 - 21 | sentence_idx: 962555 | align_1: 11-18 | align_2: 12-22 | entity: Meridiani Planum - none |    Perhaps in coming decades , humans will touch down in Meridiani Planum , Opportunity 's landing area . ||| 或许 在 将来 的 数十 年内    ， 人类 将 亲自 登陆子 午线 高原 （ Meridiani Planum ）   ， 也 就是 机遇号 的 着陆地   。 

YORK YORK | w_freq: 64 - 8 | wiki_freq: 199 - 16 | sentence_idx: 969878 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - none |    NEW YORK – The price of a gallon of gasoline may soon start with a " 2 " across much the country . ||| N EW YORK （ 美联社 ） - 一加仑 汽油 的 价格 可能 很快 就 会 以 全国 各地 的 “ 2 ” 开始 。 

Stubby Stubby | w_freq: 1 - 1 | wiki_freq: 292 - 3 | sentence_idx: 977935 | align_1: 30-36 | align_2: 31-41 | entity: Stubby - none |    Fact : In 1921 at a ceremony to commemorate the United States ’ 102nd Infantry , the US Army awarded a gold medal to an honourable war dog : Sergeant Stubby . ||| 于 1921年 ， 在 一 次 纪念 美国 第102 步兵团 （ 旅 ？ 师 ？ ） 的 仪式 上 ， 美国 陆军 将 一 枚 金质 奖章 颁给 了 一 只 光荣 的 战争 犬 ： Stubby 中士 [ 30 ] 。 

HRI HRI | w_freq: 11 - 4 | wiki_freq: 235 - 5 | sentence_idx: 978790 | align_1: 3-6 | align_2: 4-11 | entity: HRI - HRI 国际 减害 组织 |    Damon Barrett ( HRI ): " big problem " between drug enforcement and the death penalty ||| 达蒙•巴雷特 （ Damon Barrett ） （ HRI 国际 减害 组织 ） ： 毒品 走私 和 死刑 之间 存在 “ 严重 问题 ” 

Hardball Hardball | w_freq: 1 - 1 | wiki_freq: 553 - 2 | sentence_idx: 990803 | align_1: 9-6 | align_2: 10-11 | entity: Hardball - “ Hardball ” |    During the July 24 , 2007 edition of “ Hardball , ” Matthews referred to three women who had starred in political parody song videos as “ these gorgeous creatures of god . ” ||| 2007年 7月 24日 版 在 “ Hardball ” 一 书 中 ， Matthews 提到 了 三 位 曾 出演 过 政治 模仿 歌曲 视频 的 女性 作为 “ 这些 神奇 的 上帝 生物 ” 。 

Saganne Saganne | w_freq: 1 - 1 | wiki_freq: 25 - 0 | sentence_idx: 996944 | align_1: 4-4 | align_2: 5-9 | entity: Saganne - none |    In the Sahara , Saganne earns the respect of the Arabs , including Amajan , an independent warrior . ||| 在 沙漠 中 ， Saganne 是 一个 领导者 ， 受到 阿拉伯人 的 尊重 ， 包括 一个 独立 的 战士 Amajan 。 

AntiVirus AntiVirus | w_freq: 4 - 4 | wiki_freq: 146 - 20 | sentence_idx: 998622 | align_1: 7-7 | align_2: 8-12 | entity: Norton AntiVirus - none |    We took everything you loved about Norton AntiVirus and added better protection , improved performance and superior design to create Norton Security Deluxe . ||| 我们 保留 了 您 钟爱 的 Norton AntiVirus 的 所有 功能 ， 并 加上 了 更 完善 的 防护 ， 更 高 的 效能 与 卓越 的 设计 ， 成就 了 一 款 Norton Security Deluxe 。 

Babushki Babushki | w_freq: 1 - 2 | wiki_freq: 34 - 1 | sentence_idx: 999261 | align_1: 5-5 | align_2: 6-12 | entity: Buranovskiye Babushki - none |    Russia Udmurt , English Buranovskiye Babushki " Party For Everybody " — 1 152 ||| 俄罗斯 乌德穆尔特语 、 英语 Buranovskiye Babushki （ 英语 ： Buranovskiye Babushki ） " Party for Everybody （ 英语 ： Party for Everybody ） " — 1 152 

